Cell_area_measured,Cell_number_of_cells_per_substrate,Module_number_of_cells_in_module,ETL_thickness,Perovskite_single_crystal,Perovskite_dimension_0D,Perovskite_dimension_2D,Perovskite_dimension_2D3D_mixture,Perovskite_dimension_3D,Perovskite_dimension_3D_with_2D_capping_layer,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions_coefficients,Perovskite_composition_inorganic,Perovskite_composition_leadfree,Perovskite_thickness,Perovskite_band_gap,Perovskite_band_gap_graded,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_quenching_induced_crystallisation,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Perovskite_deposition_solvent_annealing,Backcontact_thickness_list,Add_lay_front,Add_lay_back,Encapsulation,JV_measured,JV_average_over_n_number_of_cells,JV_light_intensity,JV_scan_speed,JV_reverse_scan_Voc,JV_reverse_scan_Jsc,JV_reverse_scan_FF,JV_reverse_scan_PCE,JV_forward_scan_Voc,JV_forward_scan_Jsc,JV_forward_scan_FF,JV_forward_scan_PCE,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,Stability_relative_humidity_average_value,Stability_time_total_exposure,Stability_PCE_T80,Cell_stack_sequence,Cell_architecture,Cell_flexible,Cell_semitransparent,Module,Substrate_stack_sequence,ETL_stack_sequence,ETL_deposition_procedure,Perovskite_dimension_list_of_layers,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_perovskite_inspired_structure,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_additives_compounds,Perovskite_band_gap_estimation_basis,Perovskite_pl_max,Perovskite_deposition_procedure,Perovskite_deposition_aggregation_state_of_reactants,Perovskite_deposition_synthesis_atmosphere,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_deposition_procedure,JV_test_atmosphere,JV_light_spectra,JV_light_wavelength_range,JV_light_masked_cell,JV_default_Voc_scan_direction,JV_default_Jsc_scan_direction,JV_default_FF_scan_direction,JV_default_PCE_scan_direction
0.071,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.5,0.0,0.0,800.0,1.63,False,1.0,1.0,100.0,60.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,0.9,22.6,0.718,14.38,1.05,21.8,0.6955,15.6,0.9,22.6,0.718,14.38,37.5,1000.0,250.0,345.64921711496663,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,280.61690617749923,353.695691116183,360.1692635231151,359.8118324089213,377.86626208602274,359.66301289063057,441.4431214882308,376.23144261281027,498.54978863324925,325.78971825348646,409.25184994212935,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,407.2165256647642,404.17541628380314,333.71922673061727,428.6169162292816,334.96878641132014,545.714371300628,544.2794448524909,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,240.59212771447028,387.4054160952224
0.08019,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,250.0,1.6,False,1.0,0.0,152.5,12.5,0.0,40.0,0.0,0.0,0.0,True,2,100.0,130.0,1.101,16.17,0.667,11.81,1.05,21.8,0.6955,15.6,1.101,16.17,0.667,11.81,0.0,384.0,216.0,405.6268509569327,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,412.69070030074926,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,287.76209273987115,359.66301289063057,441.4431214882308,164.46227596530701,160.42834250885318,325.78971825348646,409.25184994212935,327.1028114012038,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.08019,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,250.0,1.6,False,1.0,0.0,152.5,12.5,0.0,40.0,0.0,0.0,0.0,True,2,100.0,130.0,1.162,16.33,0.7759999999999999,14.73,1.05,21.8,0.6955,15.6,1.162,16.33,0.7759999999999999,14.73,0.0,384.0,216.0,405.6268509569327,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,412.69070030074926,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,287.76209273987115,359.66301289063057,441.4431214882308,164.46227596530701,160.42834250885318,341.2255289866247,409.25184994212935,341.2255289866247,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,1.0,100.0,25.0,0.0,60.0,0.0,0.0,0.0,True,2,100.0,100.0,0.91,10.6,0.34,3.3,1.05,21.8,0.6955,15.6,0.91,10.6,0.34,3.3,55.0,40.0,30.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,265.3143836575886,350.32356970934876,428.6169162292816,334.96878641132014,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,1.0,100.0,25.0,0.0,60.0,0.0,0.0,0.0,True,2,100.0,100.0,0.96,13.4,0.53,6.8,1.05,21.8,0.6955,15.6,0.96,13.4,0.53,6.8,55.0,40.0,5.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,265.3143836575886,350.32356970934876,428.6169162292816,334.96878641132014,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,1.0,100.0,25.0,0.0,60.0,0.0,0.0,0.0,True,2,100.0,100.0,1.02,18.8,0.7290000000000001,14.9,1.05,21.8,0.6955,15.6,1.02,18.8,0.7290000000000001,14.9,55.0,5.0,0.5,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,265.3143836575886,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.09,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,400.0,1.71,False,1.0,0.0,180.0,15.0,0.0,60.0,0.0,0.0,0.0,True,1,100.0,200.0,0.98,15.9,0.68,10.4,0.96,15.8,0.64,9.8,0.98,15.9,0.68,10.1,15.0,504.0,100.0,326.13294596051696,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,199.06735336767954,353.695691116183,360.1692635231151,359.8118324089213,287.76209273987115,359.66301289063057,299.0430811274981,331.2177192242891,331.2177192242891,321.6618862140758,409.25184994212935,326.13294596051696,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,407.2165256647642,359.86236194826745,326.13294596051696,326.13294596051696,314.25000912838254,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,382.3100695123624
0.09,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,400.0,1.6,False,1.0,1.0,260.0,25.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.22,15.45,0.8079999999999999,15.23,1.205,15.326,0.7809999999999999,14.43,1.22,15.45,0.8079999999999999,15.23,0.0,1000.0,50.0,323.0803968630807,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,287.76209273987115,359.66301289063057,441.4431214882308,164.46227596530701,160.42834250885318,325.78971825348646,409.25184994212935,327.1028114012038,361.4192568467163,371.0589672400146,318.054943198218,407.4073650609664,339.1331205247151,265.3143836575886,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.09,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.5,1.0,0.0,400.0,1.6,False,1.0,1.0,260.0,25.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.13,14.38,0.55,8.93,0.984,14.06,0.42,5.81,1.13,14.38,0.55,7.54,0.0,1000.0,150.0,323.0803968630807,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,287.76209273987115,359.66301289063057,441.4431214882308,164.46227596530701,160.42834250885318,325.78971825348646,409.25184994212935,327.1028114012038,361.4192568467163,371.0589672400146,318.054943198218,407.4073650609664,339.1331205247151,265.3143836575886,390.5186965122476,428.6169162292816,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,382.3100695123624
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.6,False,1.0,1.0,100.0,10.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.11,23.33,0.75,19.05,1.05,21.8,0.6955,15.6,1.11,23.33,0.75,19.05,25.0,450.0,200.0,339.14379339681676,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,289.4801098707835,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,305.0737628968137,361.4192568467163,371.0589672400146,345.1763187985227,234.4261643383033,226.28751535967916,404.17541628380314,339.14379339681676,321.860805053019,314.25000912838254,175.0404210229588,144.01787214109407,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,130.0,60.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.003,24.36,0.738,18.03,1.05,21.8,0.6955,15.6,1.003,24.36,0.738,18.03,50.0,7200.0,4200.0,859.5776908488081,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,859.5776908488081,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,570.1894628856484,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,314.72213297532664,342.009031169516,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,130.0,60.0,0.0,80.0,0.0,0.0,0.0,False,1,100.0,100.0,1.05,21.649,0.718,15.965,1.05,21.8,0.6955,15.6,1.05,21.63,0.718,15.9,50.0,2400.0,960.0,459.2898329856235,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,570.1894628856484,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,314.72213297532664,342.009031169516,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,238.37832624855096,240.40561414580702,240.59212771447028,235.65305558965085
0.16,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,130.0,60.0,0.0,80.0,0.0,0.0,0.0,False,2,100.0,100.0,1.05,21.649,0.718,15.965,1.05,21.8,0.6955,15.6,1.05,21.63,0.718,15.9,0.0,3.0,3.0,313.51242394730616,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,313.51242394730616,487.53248134440213,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,570.1894628856484,294.6210215842705,398.8031047250001,361.4192568467163,371.0589672400146,345.1763187985227,314.72213297532664,342.009031169516,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,238.37832624855096,240.40561414580702,240.59212771447028,235.65305558965085
0.1,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.5,0.0,0.0,400.0,1.6,False,1.0,1.0,100.0,60.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.12,21.74,0.764,18.59,1.05,21.8,0.6955,15.6,1.12,21.74,0.764,18.59,0.0,200.0,10.0,405.6268509569327,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,412.69070030074926,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,377.86626208602274,359.66301289063057,441.4431214882308,376.23144261281027,498.54978863324925,325.78971825348646,409.25184994212935,367.6629103537331,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,407.2165256647642,404.17541628380314,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.125,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.0,400.0,1.56,False,2.0,0.0,150.0,20.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.04,22.27,0.741,17.16,1.04,22.28,0.778,18.02,1.04,22.27,0.741,17.16,2.0,500.0,500.0,267.0026692242891,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,285.9112467794473,289.4801098707835,353.695691116183,360.1692635231151,359.8118324089213,562.5101872432693,359.66301289063057,441.4431214882308,577.3249034555349,401.53829044746215,378.1763357057161,409.25184994212935,367.6629103537331,321.05068793732556,326.5106949291719,438.76718625110675,316.67989574470414,426.1438976628531,359.86236194826745,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.1,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.5,1.0,6.0,1.0,1.0,150.0,2.05,False,1.0,1.0,250.0,10.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,130.0,1.07,1.78,0.69,1.32,1.05,21.8,0.6955,15.6,1.07,1.78,0.69,1.3,50.0,750.0,500.0,378.1763357057161,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,378.1763357057161,286.72271028774776,353.695691116183,351.6889552352118,367.58500654265663,378.1763357057161,367.58500654265663,657.7717283410566,378.1763357057161,378.1763357057161,325.78971825348646,409.25184994212935,378.1763357057161,361.4192568467163,371.0589672400146,424.29411674435687,317.97686512151313,342.009031169516,410.91343067831025,558.184280516744,428.6169162292816,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,382.3100695123624
0.1,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,2.0,0.0,70.0,0.0,0.0,0.0,True,1,100.0,100.0,1.0,18.91,0.6990000000000001,13.27,1.05,21.8,0.6955,15.6,1.0,18.91,0.6990000000000001,13.27,45.0,240.0,210.0,340.4448781404467,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,467.8597903348495,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,367.6629103537331,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,199.08362977728098,265.3143836575886,340.4448781404467,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,409.53670948944347,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.1,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,1.0,75.0,40.0,0.0,70.0,0.0,0.0,0.0,True,1,100.0,100.0,1.078,21.67,0.715,16.71,1.05,21.8,0.6955,15.6,1.078,21.67,0.715,16.71,37.5,720.0,570.0,266.33408332749076,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,289.4801098707835,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,305.0737628968137,361.4192568467163,371.0589672400146,345.1763187985227,234.4261643383033,722.7110215418388,256.8107374646304,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,409.53670948944347,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.09,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.0,500.0,1.6,False,1.0,1.0,100.0,60.0,0.0,150.0,0.0,0.0,0.0,True,1,100.0,100.0,1.11,21.76,0.78,18.84,1.06,21.81,0.743,17.11,1.11,21.76,0.78,14.6,30.0,504.0,264.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,467.8597903348495,353.695691116183,360.1692635231151,359.8118324089213,562.5101872432693,359.66301289063057,441.4431214882308,577.3249034555349,645.8021864209832,325.78971825348646,409.25184994212935,346.6560773367119,361.4192568467163,371.0589672400146,345.1763187985227,407.4073650609664,407.2165256647642,404.17541628380314,350.32356970934876,347.4707357560486,346.2806778141787,281.1486808543488,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,382.3100695123624
0.1,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,9.0,0.0,1.0,604.0,2.2,False,2.0,0.0,120.0,20.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,0.87,1.6,0.34,0.41,1.05,21.8,0.6955,15.6,0.87,1.6,0.34,0.41,37.5,1440.0,720.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,418.0429737657194,353.695691116183,351.6889552352118,367.58500654265663,288.8109859947663,367.58500654265663,299.0430811274981,388.33188671730505,388.33188671730505,325.78971825348646,409.25184994212935,367.6629103537331,281.55800848275095,326.5106949291719,345.1763187985227,406.8002000655756,722.7110215418388,359.86236194826745,350.32356970934876,428.6169162292816,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.06,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.5,0.0,0.0,550.0,1.6,False,1.0,1.0,100.0,15.0,0.0,60.0,0.0,0.0,0.0,True,1,100.0,100.0,1.02,23.01,0.7,16.52,1.05,21.8,0.6955,15.6,1.02,23.01,0.7,16.52,30.0,720.0,450.0,266.33408332749076,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,244.89737302536716,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,377.86626208602274,359.66301289063057,441.4431214882308,376.23144261281027,297.4701692242891,325.78971825348646,409.25184994212935,342.5578537451679,361.4192568467163,371.0589672400146,318.054943198218,407.4073650609664,407.2165256647642,404.17541628380314,350.32356970934876,304.57573392115046,346.2806778141787,378.5800651030406,361.7149680560348,409.53670948944347,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.38,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,0.0,0.0,410.0,1.6,False,2.0,0.0,70.0,20.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,0.61,11.97,0.28,2.03,1.05,21.8,0.6955,15.6,0.61,11.97,0.28,2.03,40.0,1848.0,1500.0,508.2848100687139,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,375.90766716834946,286.72271028774776,353.695691116183,360.1692635231151,359.8118324089213,562.5101872432693,359.66301289063057,299.0430811274981,470.20708741820386,481.9897965229501,451.42883006268653,409.25184994212935,367.6629103537331,321.05068793732556,326.5106949291719,334.5022160752271,283.6176903531729,307.03562355719407,359.86236194826745,558.184280516744,481.9897965229501,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.38,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,0.0,0.0,410.0,1.6,False,2.0,0.0,70.0,20.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,0.76,12.68,0.45,4.32,1.05,21.8,0.6955,15.6,0.76,12.68,0.45,4.32,40.0,1848.0,1350.0,447.2000786510075,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,447.2000786510075,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,562.5101872432693,359.66301289063057,299.0430811274981,470.20708741820386,481.9897965229501,451.42883006268653,409.25184994212935,367.6629103537331,321.05068793732556,326.5106949291719,334.5022160752271,283.6176903531729,307.03562355719407,359.86236194826745,558.184280516744,481.9897965229501,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.38,0.0,0.0,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,0.0,0.0,410.0,1.6,False,2.0,0.0,70.0,20.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,0.7,12.89,0.53,4.79,1.05,21.8,0.6955,15.6,0.7,12.89,0.53,4.79,40.0,1848.0,600.0,447.2000786510075,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,309.31816129666936,447.2000786510075,418.0429737657194,353.695691116183,360.1692635231151,359.8118324089213,562.5101872432693,359.66301289063057,299.0430811274981,470.20708741820386,481.9897965229501,451.42883006268653,409.25184994212935,367.6629103537331,321.05068793732556,326.5106949291719,334.5022160752271,283.6176903531729,307.03562355719407,359.86236194826745,558.184280516744,481.9897965229501,346.2806778141787,378.5800651030406,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,390.16363885823836,388.9780580870819,389.9518375656836,387.4054160952224
0.1,0.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,250.0,1.6,False,1.0,1.0,100.0,3.0,0.0,70.0,0.0,0.0,0.0,True,15,100.0,100.0,1.05,21.649,0.718,15.965,1.037,20.91,0.687,15.6,1.037,20.91,0.687,15.6,45.0,240.0,110.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,467.8597903348495,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,330.9860122037104,361.4192568467163,371.0589672400146,424.29411674435687,407.4073650609664,367.7084289462656,265.3143836575886,350.32356970934876,324.49890751208557,346.2806778141787,281.1486808543488,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,291.8514110809867,291.8514110809867,291.8514110809867,291.8514110809867
0.1,0.0,0.0,150.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,250.0,1.6,False,1.0,1.0,100.0,3.0,0.0,70.0,0.0,0.0,0.0,True,15,100.0,100.0,1.05,21.649,0.718,15.965,1.081,23.22,0.747,18.82,1.081,23.22,0.747,18.82,45.0,240.0,110.0,267.3730465842549,359.95533844857823,360.22652264563897,359.960921230893,356.3707409001549,372.65981601368065,438.1947518311728,467.8597903348495,353.695691116183,360.1692635231151,359.8118324089213,288.8109859947663,359.66301289063057,299.0430811274981,279.9189683914859,282.96006414605,325.78971825348646,294.6210215842705,330.9860122037104,361.4192568467163,371.0589672400146,424.29411674435687,407.4073650609664,367.7084289462656,265.3143836575886,350.32356970934876,324.49890751208557,346.2806778141787,281.1486808543488,361.7149680560348,327.45181518540596,366.09810907065554,359.766177958782,359.32518746304595,291.8514110809867,291.8514110809867,291.8514110809867,291.8514110809867
