Cell_area_measured,Cell_number_of_cells_per_substrate,Module_number_of_cells_in_module,ETL_thickness,Perovskite_single_crystal,Perovskite_dimension_0D,Perovskite_dimension_2D,Perovskite_dimension_2D3D_mixture,Perovskite_dimension_3D,Perovskite_dimension_3D_with_2D_capping_layer,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions_coefficients,Perovskite_composition_inorganic,Perovskite_composition_leadfree,Perovskite_thickness,Perovskite_band_gap,Perovskite_band_gap_graded,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_quenching_induced_crystallisation,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Perovskite_deposition_solvent_annealing,Backcontact_thickness_list,Add_lay_front,Add_lay_back,Encapsulation,JV_measured,JV_average_over_n_number_of_cells,JV_light_intensity,JV_scan_speed,JV_reverse_scan_Voc,JV_reverse_scan_Jsc,JV_reverse_scan_FF,JV_reverse_scan_PCE,JV_forward_scan_Voc,JV_forward_scan_Jsc,JV_forward_scan_FF,JV_forward_scan_PCE,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_hysteresis_index,Stability_relative_humidity_average_value,Stability_time_total_exposure,Stability_PCE_T80,Cell_stack_sequence,Cell_architecture,Cell_flexible,Cell_semitransparent,Module,Substrate_stack_sequence,ETL_stack_sequence,ETL_deposition_procedure,Perovskite_dimension_list_of_layers,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_perovskite_inspired_structure,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_additives_compounds,Perovskite_band_gap_estimation_basis,Perovskite_deposition_procedure,Perovskite_deposition_aggregation_state_of_reactants,Perovskite_deposition_synthesis_atmosphere,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_thickness_list,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_deposition_procedure,JV_test_atmosphere,JV_light_spectra,JV_light_wavelength_range,JV_light_masked_cell,JV_default_Voc_scan_direction,JV_default_Jsc_scan_direction,JV_default_FF_scan_direction,JV_default_PCE_scan_direction
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.71,27.1,0.695,13.4,1.039,20.945,0.73,15.325,0.71,27.1,0.695,13.4,0.061403340988090555,30.0,1300.0,25.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.69,26.7,0.669,12.3,1.039,20.945,0.73,15.325,0.69,26.7,0.669,12.3,0.061403340988090555,30.0,1450.0,100.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.68,26.3,0.685,12.3,1.039,20.945,0.73,15.325,0.68,26.3,0.685,12.3,0.061403340988090555,30.0,1450.0,230.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.68,26.1,0.6859999999999999,12.2,1.039,20.945,0.73,15.325,0.68,26.1,0.6859999999999999,12.2,0.061403340988090555,30.0,1450.0,780.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.64,26.5,0.648,10.9,1.039,20.945,0.73,15.325,0.64,26.5,0.648,10.9,0.061403340988090555,30.0,1450.0,950.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.66,23.3,0.6709999999999999,10.3,1.039,20.945,0.73,15.325,0.66,23.3,0.6709999999999999,10.3,0.061403340988090555,0.0,1200.0,20.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,324.38170597166123,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.71,27.1,0.695,13.4,1.039,20.945,0.73,15.325,0.71,27.1,0.695,13.4,0.061403340988090555,0.0,1200.0,30.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.69,26.7,0.669,12.3,1.039,20.945,0.73,15.325,0.69,26.7,0.669,12.3,0.061403340988090555,0.0,1200.0,40.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.68,26.3,0.685,12.3,1.039,20.945,0.73,15.325,0.68,26.3,0.685,12.3,0.061403340988090555,0.0,1200.0,40.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.68,26.1,0.6859999999999999,12.2,1.039,20.945,0.73,15.325,0.68,26.1,0.6859999999999999,12.2,0.061403340988090555,0.0,1200.0,40.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,1.0,True,32,100.0,100.0,0.64,26.5,0.648,10.9,1.039,20.945,0.73,15.325,0.64,26.5,0.648,10.9,0.061403340988090555,0.0,1200.0,330.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,330.15556878705746,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.03,0.0,0.0,17.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.95,0.0,0.0,400.0,1.72,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.06,19.85,0.73,15.32,1.039,20.945,0.73,15.325,1.06,19.85,0.73,15.1,0.061403340988090555,0.0,1800.0,552.0,352.74789201512317,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,683.7632142550395,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,331.87284861893477,346.00021102076244,347.8540302760564,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,289.0715864381542,276.96900152638494,284.0106217741735,324.5990762245398,382.5903114682373,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.03,0.0,0.0,17.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.95,0.0,0.0,400.0,1.72,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.96,17.3,0.71,11.79,1.039,20.945,0.73,15.325,0.96,17.3,0.71,11.79,0.061403340988090555,0.0,1800.0,30.0,584.0691808685373,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,683.7632142550395,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,331.87284861893477,346.00021102076244,347.8540302760564,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,289.0715864381542,276.96900152638494,284.0106217741735,348.97459600084943,419.51980899885496,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,4.0,13.0,0.0,0.0,350.0,1.6,False,1.0,0.0,120.0,10.0,0.0,70.0,0.0,0.0,1.0,True,1,100.0,1.0,0.98,15.7,0.662,10.3,1.01,15.8,0.6920000000000001,11.0,0.98,15.7,0.662,10.3,0.1578606592288458,85.0,1000.0,74.0,275.6997191358024,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,220.20684442617707,197.5943824751403,668.4490926323945,355.57365892857143,358.3265523978685,451.5713263798121,369.62085242718445,364.52665052631573,451.5713263798121,532.4281215861197,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,41.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,60.0,0.0,100.0,0.0,0.0,0.0,True,34,100.0,100.0,0.68,22.3,0.674,10.2,1.039,20.945,0.73,15.325,0.68,22.3,0.674,10.2,0.061403340988090555,0.0,500.0,91.0,307.6517480729077,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,307.6517480729077,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,320.8658807990301,364.52665052631573,299.0275205174148,307.6517480729077,324.38170597166123,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,419.51980899885496,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.06,0.0,0.0,22.666666666666668,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.5,False,1.0,1.0,70.0,1.5,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.04,20.6,0.7440000000000001,15.93,1.047,20.4,0.7829999999999999,16.74,1.04,20.6,0.7440000000000001,16.0,0.1242914285988192,40.0,216.0,149.0,330.1565962999492,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,366.8545074188316,396.0819161164175,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,387.7055509287887,274.49137342147293,330.1565962999492,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.1,0.0,0.0,26.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.008,20.6,0.757,15.7,1.005,20.6,0.752,15.6,1.008,20.6,0.757,15.06,0.016125998,25.0,1500.0,1500.0,434.1821105729715,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,279.3858367492927,284.0106217741735,324.5990762245398,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.12,0.0,0.0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,78.5,15.5,0.0,275.0,0.0,0.0,1.0,False,4,0.0,100.0,1.01,20.58,0.73,14.4,1.039,20.945,0.73,15.325,1.01,20.564999999999998,0.73,14.24,0.061403340988090555,0.0,1000.0,1000.0,440.87890798286037,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,440.87890798286037,440.87890798286037,336.3358439849624,355.57365892857143,358.3265523978685,428.73768721400165,369.62085242718445,331.87284861893477,420.34546364153687,440.87890798286037,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,580.1418343274647,274.49137342147293,324.5990762245398,304.89381333333336,369.6952329059829,440.87890798286037,386.29566886408855,326.2160769242485,409.20665291544043,357.2519382716049,362.3045634057971,317.22643877496483,304.02301506323664,303.07197392892573,348.8242583422558
0.048,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,350.0,1.39,False,1.0,1.0,70.0,10.0,0.0,90.0,0.0,0.0,0.0,True,1,100.0,100.0,0.55,19.39,0.688,7.34,1.039,20.945,0.73,15.325,0.55,19.39,0.688,7.34,0.061403340988090555,0.0,100.0,100.0,323.7812810561623,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,314.70045703851736,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,319.39791193225767,247.72621913580247,364.52665052631573,319.39791193225767,319.39791193225767,323.7812810561623,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,387.7055509287887,274.49137342147293,329.8211822182166,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,30.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.03,21.197,0.7759999999999999,16.94,1.039,20.945,0.73,15.325,1.03,21.197,0.7759999999999999,16.94,0.061403340988090555,30.0,1000.0,1000.0,440.87890798286037,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,387.7055509287887,274.49137342147293,440.87890798286037,304.89381333333336,256.4688713739055,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.65,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.84,15.41,0.75,9.68,1.039,20.945,0.73,15.325,0.84,15.41,0.75,9.68,0.061403340988090555,0.0,300.0,24.0,379.2031156190642,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,334.950064396065,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,348.97459600084943,803.9569612956291,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.65,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.85,15.4,0.7440000000000001,9.72,1.039,20.945,0.73,15.325,0.85,15.4,0.7440000000000001,9.72,0.061403340988090555,0.0,300.0,100.0,323.7812810561623,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,323.7812810561623,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,348.97459600084943,803.9569612956291,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.108,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.11,20.52,0.8,18.15,1.039,20.945,0.73,15.325,1.11,20.52,0.8,18.15,0.061403340988090555,40.0,1000.0,1000.0,440.87890798286037,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,434.2413288004534,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,387.7055509287887,274.49137342147293,324.5990762245398,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,20.0,0.0,100.0,0.0,0.0,0.0,True,15,100.0,100.0,0.91,18.75,0.63,10.76,1.039,20.945,0.73,15.325,0.91,18.75,0.63,10.76,0.061403340988090555,30.0,800.0,400.0,362.81382336506164,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,314.70045703851736,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,263.3387155877987,369.62085242718445,331.87284861893477,271.4808126608371,362.81382336506164,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,387.7055509287887,274.49137342147293,210.2919547736633,304.89381333333336,369.6952329059829,356.63147110035953,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.0464,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.11,19.3,0.69,14.7,1.11,19.2,0.68,14.5,1.11,19.3,0.69,14.7,0.034059648,30.0,300.0,300.0,313.50267369107985,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,314.70045703851736,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,349.80297592876184,409.71235202343075,289.9775900454918,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,356.0397346462044,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.08,0.0,0.0,16.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,500.0,1.55,False,1.0,0.0,100.0,10.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.08,22.0,0.772,18.3,1.039,20.945,0.73,15.325,1.08,22.0,0.772,18.3,0.061403340988090555,50.0,500.0,100.0,328.2368051199911,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,220.20684442617707,197.5943824751403,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,369.47227515911766,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,289.9775900454918,304.89381333333336,323.7812810561623,312.73031692610084,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
