Cell_area_measured,Cell_number_of_cells_per_substrate,Module_number_of_cells_in_module,ETL_thickness,Perovskite_single_crystal,Perovskite_dimension_0D,Perovskite_dimension_2D,Perovskite_dimension_2D3D_mixture,Perovskite_dimension_3D,Perovskite_dimension_3D_with_2D_capping_layer,Perovskite_composition_a_ions_coefficients,Perovskite_composition_b_ions_coefficients,Perovskite_composition_c_ions_coefficients,Perovskite_composition_inorganic,Perovskite_composition_leadfree,Perovskite_thickness,Perovskite_band_gap,Perovskite_band_gap_graded,Perovskite_deposition_number_of_deposition_steps,Perovskite_deposition_quenching_induced_crystallisation,Perovskite_deposition_thermal_annealing_temperature,Perovskite_deposition_thermal_annealing_time,Perovskite_deposition_solvent_annealing,Backcontact_thickness_list,Add_lay_front,Add_lay_back,Encapsulation,JV_measured,JV_average_over_n_number_of_cells,JV_light_intensity,JV_scan_speed,JV_reverse_scan_Voc,JV_reverse_scan_Jsc,JV_reverse_scan_FF,JV_reverse_scan_PCE,JV_forward_scan_Voc,JV_forward_scan_Jsc,JV_forward_scan_FF,JV_forward_scan_PCE,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_hysteresis_index,Stability_relative_humidity_average_value,Stability_time_total_exposure,Stability_PCE_T80,Cell_stack_sequence,Cell_architecture,Cell_flexible,Cell_semitransparent,Module,Substrate_stack_sequence,ETL_stack_sequence,ETL_deposition_procedure,Perovskite_dimension_list_of_layers,Perovskite_composition_perovskite_ABC3_structure,Perovskite_composition_perovskite_inspired_structure,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_composition_long_form,Perovskite_additives_compounds,Perovskite_band_gap_estimation_basis,Perovskite_deposition_procedure,Perovskite_deposition_aggregation_state_of_reactants,Perovskite_deposition_synthesis_atmosphere,Perovskite_deposition_solvents,Perovskite_deposition_solvents_mixing_ratios,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_thickness_list,HTL_deposition_procedure,Backcontact_stack_sequence,Backcontact_deposition_procedure,JV_test_atmosphere,JV_light_spectra,JV_light_wavelength_range,JV_light_masked_cell,JV_default_Voc_scan_direction,JV_default_Jsc_scan_direction,JV_default_FF_scan_direction,JV_default_PCE_scan_direction
0.1,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,2.0,0.0,100.0,30.0,0.0,100.0,0.0,0.0,0.0,True,20,100.0,100.0,1.02,22.6,0.779,18.1,1.02,22.8,0.782,18.2,1.02,22.6,0.779,19.1,0.0183299486150876,50.0,480.0,290.0,361.1880303767022,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,330.27437977560174,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,335.2033007625116,417.2058695257287,330.0230052554816,330.2166981583201,328.9406622893499,433.444337568111,418.1869434702795,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.1,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,2.0,0.0,100.0,30.0,0.0,100.0,0.0,0.0,0.0,True,20,100.0,100.0,1.05,23.1,0.8029999999999999,19.1,1.05,23.1,0.8059999999999999,19.5,1.05,23.1,0.8029999999999999,20.1,0.0247566390433779,50.0,480.0,480.0,361.1880303767022,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,330.27437977560174,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,373.22250131410146,306.7642541254384,335.2033007625116,417.2058695257287,330.0230052554816,330.2166981583201,328.9406622893499,433.444337568111,418.1869434702795,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.04,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.5,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.03,23.11,0.765,18.16,1.02,23.11,0.74,17.56,1.03,23.11,0.765,18.16,0.07958813,30.0,720.0,240.0,341.996467466982,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,213.66530177249186,433.444337568111,289.9775900454918,304.89381333333336,369.6952329059829,356.63147110035953,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.04,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,300.0,1.5,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.04,23.46,0.787,19.26,1.04,23.45,0.778,19.16,1.04,23.46,0.787,19.26,0.0172813302562346,30.0,720.0,720.0,404.44853516122095,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,404.44853516122095,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,213.66530177249186,433.444337568111,289.9775900454918,304.89381333333336,369.6952329059829,356.63147110035953,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.5,False,2.0,0.0,85.0,65.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.91,2.1,0.052,0.1,1.039,20.945,0.73,15.325,0.91,2.1,0.052,0.1,0.061403340988090555,40.0,120.0,120.0,245.64192753499952,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,314.70045703851736,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,436.75971703958174,417.2058695257287,333.48000585268915,441.0401523873441,433.7804871604422,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,356.0397346462044,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.25,0.0,3.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.5,False,1.0,1.0,100.0,10.0,0.0,120.0,0.0,0.0,0.0,True,1,100.0,100.0,1.014,21.55,0.813,17.77,1.011,21.36,0.809,17.47,1.014,21.55,0.813,17.77,0.0343544146063379,60.0,960.0,960.0,434.1821105729715,357.2519382716049,361.97074094202895,356.8423817204301,372.0931764294106,358.2232100790567,431.57381980802404,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,289.0715864381542,276.96900152638494,274.49137342147293,324.5990762245398,435.6745690083404,404.706418877277,364.17152254641906,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,3.0,0.0,1.0,150.0,1.33,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,12,100.0,300.0,0.58,21.0,0.619,7.48,1.039,20.945,0.73,15.325,0.58,21.0,0.619,7.48,0.061403340988090555,0.0,400.0,400.0,275.6997191358024,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,220.20684442617707,197.5943824751403,336.3358439849624,355.57365892857143,358.3265523978685,263.3387155877987,247.72621913580247,364.52665052631573,362.81382336506164,362.81382336506164,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,373.5061576437572,377.66230173302546,274.49137342147293,348.97459600084943,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,356.0397346462044,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.08,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,0.31833333333333336,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,60.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.11,21.58,0.695,16.78,1.08,21.51,0.6629999999999999,15.4,1.11,21.58,0.695,16.01,0.1777490567861666,30.0,960.0,672.0,398.2033283917971,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,417.60894120735884,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,294.32312367652185,369.62085242718445,331.87284861893477,297.368598743063,422.32583934881245,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,213.66530177249186,274.49137342147293,398.2033283917971,304.89381333333336,369.6952329059829,356.63147110035953,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.08,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,0.31833333333333336,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,60.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.13,22.34,0.727,18.45,1.1,21.95,0.732,17.67,1.13,22.34,0.727,17.69,0.099185254,30.0,960.0,960.0,435.6745690083404,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,417.60894120735884,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,294.32312367652185,369.62085242718445,331.87284861893477,297.368598743063,422.32583934881245,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,318.4299561763053,213.66530177249186,274.49137342147293,435.6745690083404,304.89381333333336,369.6952329059829,356.63147110035953,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.05,0.0,0.0,21.5,0.0,0.0,1.0,0.0,0.0,0.0,2.5,4.0,13.0,0.0,0.0,230.0,1.66,False,1.0,0.0,150.0,10.0,0.0,100.0,0.0,0.0,1.0,False,1,100.0,100.0,1.01,20.58,0.73,14.4,1.039,20.945,0.73,15.325,1.01,20.564999999999998,0.73,14.24,0.061403340988090555,65.0,2200.0,2200.0,469.7040950255754,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,314.70045703851736,342.90752575643086,668.4490926323945,355.57365892857143,358.3265523978685,451.5713263798121,369.62085242718445,364.52665052631573,451.5713263798121,532.4281215861197,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,448.79138388423905,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,317.22643877496483,304.02301506323664,303.07197392892573,348.8242583422558
0.06,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,80.0,1.6,False,1.0,0.0,100.0,10.0,0.0,50.0,0.0,0.0,0.0,True,31,100.0,100.0,0.41,0.41,0.6,2.08,1.039,20.945,0.73,15.325,0.41,0.41,0.6,2.08,0.061403340988090555,25.0,80.0,1.3,310.9395746365344,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,403.47692121834484,247.72621913580247,364.52665052631573,310.9395746365344,310.9395746365344,310.9395746365344,446.19609437063826,351.27948983739833,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,304.0146891963772,304.89381333333336,281.7244229490086,365.0123520849844,359.4077933579336,344.7084436686782,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,10.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,30.0,1.05,21.45,0.76,17.1,1.05,21.45,0.75,16.9,1.05,21.45,0.76,17.1,0.025325444,0.0,1000.0,850.0,421.3626368284107,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,387.7055509287887,274.49137342147293,358.66927531083405,236.03792971328062,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.07,19.6,0.742,15.5,1.039,20.945,0.73,15.325,1.07,19.6,0.742,14.5,0.061403340988090555,30.0,360.0,360.0,357.60948439054175,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,329.7696937965221,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,324.5990762245398,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.04,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,1.06,20.2,0.813,17.3,1.039,20.945,0.73,15.325,1.06,20.2,0.813,17.0,0.061403340988090555,30.0,720.0,99.0,352.74789201512317,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,683.7632142550395,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,433.444337568111,324.5990762245398,315.4044241437534,322.10806199661783,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,406.0569343178435
0.09,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,95.0,75.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.9,18.41,0.77,12.76,1.039,20.945,0.73,15.325,0.9,18.41,0.77,12.76,0.061403340988090555,30.0,700.0,140.0,328.9856200306822,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,328.9856200306822,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,324.38170597166123,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,419.51980899885496,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,95.0,75.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.88,18.02,0.5,7.93,1.039,20.945,0.73,15.325,0.88,18.02,0.5,7.93,0.061403340988090555,30.0,700.0,85.0,321.8296539407173,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,318.3172992795542,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,324.38170597166123,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,419.51980899885496,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,400.0,1.6,False,1.0,0.0,95.0,75.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,100.0,0.81,18.84,0.59,9.0,1.039,20.945,0.73,15.325,0.81,18.84,0.59,9.0,0.061403340988090555,30.0,700.0,52.0,245.64192753499952,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,314.70045703851736,342.90752575643086,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,324.38170597166123,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,375.5440233238308,377.66230173302546,433.444337568111,348.97459600084943,419.51980899885496,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,72.5,13.0,0.0,100.0,0.0,0.0,0.0,True,20,100.0,100.0,1.092,22.19,0.82,19.79,1.086,22.3,0.825,19.97,1.092,22.19,0.82,19.79,0.025918215,30.0,720.0,720.0,404.44853516122095,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,404.44853516122095,396.0819161164175,336.3358439849624,355.57365892857143,358.3265523978685,263.3387155877987,369.62085242718445,331.87284861893477,271.4808126608371,354.46564461411975,324.38170597166123,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,387.7055509287887,274.49137342147293,370.21410173382054,304.89381333333336,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,290.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,200.0,1.01,18.66,0.73,13.8,1.039,20.945,0.73,15.325,1.01,18.66,0.73,13.8,0.061403340988090555,50.0,60.0,22.0,295.6920916729371,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,370.6719937881462,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,210.2919547736633,236.03792971328062,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,290.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,200.0,1.02,19.67,0.75,15.08,1.039,20.945,0.73,15.325,1.02,19.67,0.75,15.08,0.061403340988090555,50.0,60.0,30.0,295.6920916729371,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,311.61108319398176,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,210.2919547736633,236.03792971328062,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.1,0.0,0.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,290.0,1.6,False,1.0,1.0,100.0,10.0,0.0,100.0,0.0,0.0,0.0,True,1,100.0,200.0,1.03,20.74,0.74,15.81,1.039,20.945,0.73,15.325,1.03,20.74,0.74,15.81,0.061403340988090555,50.0,60.0,41.0,295.6920916729371,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,364.5276597222222,431.57381980802404,509.76876767175816,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,311.61108319398176,306.7642541254384,351.27948983739833,356.426402020202,346.28614334472513,289.0715864381542,276.96900152638494,284.0106217741735,210.2919547736633,236.03792971328062,369.6952329059829,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.09,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,1.0,1.5,0.0,0.0,350.0,1.6,False,1.0,1.0,150.0,30.0,0.0,80.0,0.0,0.0,0.0,True,1,100.0,100.0,1.06,22.76,0.769,18.55,1.039,20.945,0.73,15.325,1.06,22.76,0.769,18.55,0.061403340988090555,0.0,500.0,500.0,375.82467080136144,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,375.82467080136144,375.82467080136144,336.3358439849624,355.57365892857143,358.3265523978685,294.32312367652185,369.62085242718445,331.87284861893477,297.368598743063,337.64631363792296,370.6719937881462,446.19609437063826,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,387.7055509287887,274.49137342147293,337.9035496107696,236.03792971328062,364.070342741331,364.17152254641906,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.104,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,10.0,0.0,150.0,0.0,0.0,0.0,True,1,100.0,100.0,0.928,17.1,0.6859999999999999,10.8,1.039,20.945,0.73,15.325,0.928,17.1,0.6859999999999999,10.8,0.061403340988090555,40.0,50.0,5.0,324.4663863619874,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,318.3172992795542,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,321.8074919408687,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.104,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,10.0,0.0,150.0,0.0,0.0,0.0,True,1,100.0,100.0,1.08,18.06,0.777,15.2,1.039,20.945,0.73,15.325,1.08,18.06,0.777,15.2,0.061403340988090555,40.0,1000.0,440.0,378.9194134892632,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,318.3172992795542,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,378.9194134892632,433.444337568111,378.9194134892632,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.104,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,10.0,0.0,150.0,0.0,0.0,0.0,True,1,100.0,100.0,0.928,17.1,0.6859999999999999,10.8,1.039,20.945,0.73,15.325,0.928,17.1,0.6859999999999999,10.8,0.061403340988090555,0.0,670.0,130.0,324.4663863619874,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,318.3172992795542,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,321.8074919408687,433.444337568111,348.97459600084943,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
0.104,0.0,0.0,21.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,350.0,1.6,False,1.0,0.0,100.0,10.0,0.0,150.0,0.0,0.0,0.0,True,1,100.0,100.0,1.08,18.06,0.777,15.2,1.039,20.945,0.73,15.325,1.08,18.06,0.777,15.2,0.061403340988090555,0.0,670.0,580.0,378.9194134892632,357.2519382716049,361.97074094202895,356.8423817204301,356.7408670212766,358.2232100790567,318.3172992795542,345.3613583869994,336.3358439849624,355.57365892857143,358.3265523978685,335.4539692671395,369.62085242718445,364.52665052631573,344.76800755667506,342.20796658097686,356.25717777777777,306.7642541254384,351.27948983739833,356.426402020202,330.0230052554816,318.4299561763053,378.9194134892632,433.444337568111,378.9194134892632,304.89381333333336,369.6952329059829,365.0123520849844,359.4077933579336,326.2160769242485,352.88185819521175,357.2519382716049,362.3045634057971,353.3662659574468,355.1366701902748,355.73911513859275,340.0258170731707
